genus,sp,subsp,state,federal_status,state_status,notes,state_source
Corynorhinus,townsendii,ingens,Missouri,Endangered,NA,NA,NA
Corynorhinus,townsendii,virginianus,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Corynorhinus,townsendii,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Corynorhinus,townsendii virginianus,NA,West Virginia,Endangered,NA,NA,NA
Coryphantha,minima,NA,Texas,Endangered,NA,NA,NA
Coryphantha,missouriensis,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Coryphantha,ramillosa,NA,Texas,Threatened,NA,NA,NA
Coryphantha,ramillosa,ramillosa,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Coryphantha,recurvata,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Coryphantha,robbinsorum,NA,Arizona,Threatened,NA,NA,NA
Coryphantha,robbinsorum,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Coryphantha,scheeri,robustispina,Arizona,Endangered,NA,NA,NA
Coryphantha,scheeri,robustispina,Arizona,NA,Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Coryphantha,sneedii,leei,New Mexico,Threatened,NA,NA,NA
Coryphantha,sneedii,sneedii,New Mexico,Endangered,NA,NA,NA
Coryphantha,sneedii,sneedii,Texas,Endangered,NA,NA,NA
Cotinus,obovatus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cottus,asperrimus,NA,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Cottus,bairdi,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cottus,bairdii,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cottus,marginatus,NA,Washington,NA,Sensitive,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Cottus,paulus,NA,Alabama,Threatened,NA,NA,NA
Cottus,paulus,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cottus,sp 7,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Coturnicops,noveboracensis,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Coturnicops,noveboracensis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Coturnicops,noveboracensis,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Couesius,plumbeus,NA,Colorado,NA,Endangered,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Couesius,plumbeus,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Couesius,plumbeus,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Coursetia,glabella,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crangonyx,antennatus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crangonyx,dearolfi,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cranichis,ricartii,NA,Puerto Rico,Endangered,NA,NA,NA
Crassula,aquatica,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Crataegus,ashei,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crataegus,bicknellii,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Crataegus,triflora,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Crataegus,triflora,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crataeus,aemula,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crenichthys,baileyi,grandis,Nevada,Endangered,NA,NA,NA
Crenichthys,baileyi,baileyi,Nevada,Endangered,NA,NA,NA
Crenichthys,nevadae,NA,Nevada,Threatened,NA,NA,NA
Crescentia,portoricensis,NA,Puerto Rico,Endangered,NA,NA,NA
Crocanthemum,dumosum,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Crocodylus,acutus,NA,Florida,Endangered,NA,except USA FL,NA
Crocodylus,acutus,NA,Florida,Threatened,NA,FL pop.,NA
Croomia,pauciflora,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Croomia,pauciflora,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crotalaria,avonensis,NA,Florida,Endangered,NA,NA,NA
Crotalus,adamanteus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crotalus,horridus,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Crotalus,horridus,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Crotalus,horridus,NA,New Hampshire,NA,Endangered,NA,http://www.mendeley.com/c/5093636202/g/2058663/new-hampshire-species-status-state-listing/
Crotalus,horridus,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Crotalus,horridus,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Crotalus,lepidus,lepidus,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Crotalus,oreganus,abyssus,Arizona,NA,Apparently Secure,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,viridis,concolor,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Crotalus,willardi,obscurus,New Mexico,Threatened,NA,NA,NA
Crotalus,willardi,obscurus,Arizona,Threatened,NA,NA,NA
Crotalus,willardi,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,obscurus,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,willardi,Arizona,NA,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,obscurus,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Crotaphytus,reticulatus,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Croton,alabamensis,alabamensis,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Croton,elliottii,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crotophaga,sulcirostris,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cryptantha,cinerea,arenicola,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cryptantha,crassipes,NA,Texas,Endangered,NA,NA,NA
Cryptantha,crassipes,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cryptantha,ganderi,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cryptantha,insolita,NA,Arizona,NA,State protected,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cryptobranchus,alleganiensis,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cryptobranchus,alleganiensis,alleganiensis,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cryptobranchus,alleganiensis,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cryptobranchus,alleganiensis,NA,Alabama,NA,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cryptobranchus,alleganiensis,bishopi,Arkansas,Endangered,NA,NA,NA
Cryptobranchus,alleganiensis,bishopi,Missouri,Endangered,NA,NA,NA
Cryptogramma,stelleri,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cryptomastix,hendersoni,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Cryptomastix,populi,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Cryptotis,parva,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Crystallaria,asprella,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Crystallaria,asprella,NA,Alabama,NA,Rare or uncommon,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Crystallaria,asprella,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Crytobranchus,alleganiensis,NA,Tennessee,species of management concern,in need of management,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Ctenitis,squamigera,NA,Hawaii,Endangered,NA,NA,NA
Ctenogobius,claytonii,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cucurbita,okeechobeensis,okeechobeensis,Florida,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Illinois,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Indiana,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Iowa,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Kansas,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Kentucky,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Minnesota,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Ohio,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Tennessee,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Virginia,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,West Virginia,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Wisconsin,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Cumberlandia,monodonta,NA,Alabama,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cumberlandia,monodonta,NA,Arkansas,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Missouri,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Nebraska,Endangered,NA,NA,NA
Cumberlandia,monodonta,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
cuneifolium,NA,NA,Florida,Endangered,NA,NA,NA
Cupressus,abramsiana,NA,California,Endangered,NA,NA,NA
Cupressus,goveniana,goveniana,California,Threatened,NA,NA,NA
Cuscuta,harperi,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cuscuta,harperi,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cuscuta,warneri,NA,Arizona,NA,Historical possibly extirpated,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cyanea,acuminata,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,asarifolia,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,copelandii,copelandii,Hawaii,Endangered,NA,NA,NA
Cyanea,copelandii,haleakalaensis,Hawaii,Endangered,NA,NA,NA
Cyanea,crispa,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,dolichopoda,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,dunbarii,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,eleeleensis,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,glabra,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,grimesiana,grimesiana,Hawaii,Endangered,NA,NA,NA
Cyanea,grimesiana,obatae,Hawaii,Endangered,NA,NA,NA
Cyanea,hamatiflora,carlsonii,Hawaii,Endangered,NA,NA,NA
Cyanea,hamatiflora,hamatiflora,Hawaii,Endangered,NA,NA,NA
Cyanea,humboldtiana,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,kolekoleensis,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,koolauensis,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,kuhihewa,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,lobata,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,longiflora,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,macrostegia,gibsonii,Hawaii,Endangered,NA,NA,NA
Cyanea,mannii,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,mceldowneyi,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,pinnatifida,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,platyphylla,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,procera,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,recta,NA,Hawaii,Threatened,NA,NA,NA
Cyanea,remyi,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,shipmanii,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,st.-johnii,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,stictophylla,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,superba,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,truncata,NA,Hawaii,Endangered,NA,NA,NA
Cyanea,undulata,NA,Hawaii,Endangered,NA,NA,NA
Cyathea,dryopteroides,NA,Puerto Rico,Endangered,NA,NA,NA
Cycladenia,humilis,jonesii,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cycladenia,jonesii,NA,Utah,Threatened,NA,NA,NA
Cycladenia,jonesii,NA,Arizona,Threatened,NA,NA,NA
Cyclargus,thomasi,bethunebakeri,Florida,Endangered,NA,NA,NA
Cyclargus,thomasi,bethunebakeri,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Cycleptus,elongatus,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Cycleptus,elongatus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cycleptus,elongatus,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Cycleptus,elongatus,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Cycleptus,elongatus,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cycleptus,meridionalis,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyclonaias,tuberculata,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Cyclonaias,tuberculata,NA,Alabama,NA,Demonstrably secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyclura,cornuta,stejnegeri,Puerto Rico,Threatened,NA,NA,NA
Cycnia,inopinatus,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cymophyllus,fraserianus,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cymopterus,megacephalus,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cynanthus,latirostris,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Cynoglossum,virginianum,boreale,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cynomys,ludovicianus,NA,Arizona,NA,Presumed extinct,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cynomys,ludovicianus,NA,Colorado,NA,Special Concern,NA,http://www.mendeley.com/c/5091918642/g/2058663/colorado-species-status-state-listing/
Cynomys,ludovicianus,NA,North Dakota,NA,Greatest need for conservation,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Cynomys,parvidens,NA,Utah,Threatened,NA,NA,NA
Cyperus,engelmannii,NA,Massachusetts,NA,Threatened,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cyperus,granitophilus,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyperus,houghtonii,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cyperus,trachysanthos,NA,Hawaii,Endangered,NA,NA,NA
Cyprinella,caerulea,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cyprinella,caerulea,NA,Tennessee,Threatened,NA,NA,NA
Cyprinella,caerulea,NA,Alabama,Threatened,NA,NA,NA
Cyprinella,caerulea,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyprinella,caerulea,NA,Georgia,Threatened,NA,NA,NA
Cyprinella,callitaenia,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cyprinella,callitaenia,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyprinella,formosa,NA,New Mexico,Threatened,NA,NA,NA
Cyprinella,formosa,NA,Arizona,Threatened,NA,NA,NA
Cyprinella,formosa,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cyprinella,gibbsi,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyprinella,proserpina,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinella,whipplei,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Cyprinella,xaenura,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cyprinodon,arcuatus,NA,Arizona,NA,Presumed extinct,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cyprinodon,bovinus,NA,Texas,Endangered,NA,NA,NA
Cyprinodon,bovinus,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,diabolis,NA,Nevada,Endangered,NA,NA,NA
Cyprinodon,elegans,NA,Texas,Endangered,NA,NA,NA
Cyprinodon,elegans,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,eremus,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cyprinodon,eximius,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,hubbsi,NA,Florida,NA,Special Concern,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Cyprinodon,macularius,NA,California,Endangered,NA,NA,NA
Cyprinodon,macularius,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Cyprinodon,macularius,NA,Arizona,Endangered,NA,NA,NA
Cyprinodon,macularius,NA,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cyprinodon,nevadensis,mionectes,Nevada,Endangered,NA,NA,NA
Cyprinodon,nevadensis,pectoralis,Nevada,Endangered,NA,NA,NA
Cyprinodon,pecosensis,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Cyprinodon,pecosensis,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Cyprinodon,radiosus,NA,California,Endangered,NA,NA,NA
Cyprinodon,radiosus,NA,California,NA,Endangered,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Cyprinodon,salinus,milleri,California,NA,Threatened,NA,http://www.mendeley.com/c/5090133942/g/2058663/ca-species-status-list/
Cyprinodon,tularosa,NA,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Cypripedium,acaule,NA,Georgia,NA,Unusual,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cypripedium,acaule,NA,Tennessee,NA,endangered,status due to commercial exploitation,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Cypripedium,arietinum,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Cypripedium,arietinum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cypripedium,candidum,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Cypripedium,candidum,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cypripedium,kentuckiense,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cypripedium,kentuckiense,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cypripedium,parviflorum,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Cypripedium,parviflorum,pubescens,Arizona,NA,Critically Imperiled,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cypripedium,parviflorum,makasin,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cypripedium,reginae,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Cyprogenia,aberti,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Cyprogenia,stegaria,NA,Illinois,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Indiana,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Kentucky,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Ohio,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Pennsylvania,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Tennessee,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Virginia,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,West Virginia,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Alabama,Endangered,NA,NA,NA
Cyprogenia,stegaria,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Cyprogenia,stegaria,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Cyrtandra,crenata,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,cyaneoides,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,dentata,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,giffardii,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,limahuliensis,NA,Hawaii,Threatened,NA,NA,NA
Cyrtandra,munroi,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,oenobarba,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,paliku,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,polyantha,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,subumbellata,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,tintinnabula,NA,Hawaii,Endangered,NA,NA,NA
Cyrtandra,viridiflora,NA,Hawaii,Endangered,NA,NA,NA
Cystopteris,tennesseensis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
